Addor Jean-Luc,Aebi Andreas,Aebischer Matthias,Aeschi Thomas,Allemann Evi,Amarelle Cesla,Amaudruz C�line,Amherd Viola,Ammann Thomas,Amstutz Adrian,Arnold Beat,Arslan Sibel,Badran 1cqueline,Barazzone Guillaume,Barrile Angelo,Bauer Philippe,B�umle Martin,B�gl� Claude,Bertschy Kathrin,Bigler Hans-Ulrich,Birrer-Heimo Prisca,Borloz Fr�d�ric,Bourgeois 1cques,Brand Heinz,Br�laz Daniel,Brunner Toni,B�chel Roland Rino,B�chler 1kob,Buffat Micha�l,B�hler Manfred,Bulliard-Marbach Christine,Burgherr Thomas,Burkart Thierry,Buttet Yannick,Campell Duri,Candinas Martin,Carobbio Guscetti Marina,Cassis Ignazio,Chevalley Isabelle,Chiesa Marco,Clottu Raymond,de Buman Dominique,de Courten Thomas,de la Reussille Denis,Derder Fathi,Dettling Marcel,Dobler Marcel,Egloff Hans,Eichenberger-Walther Corina,Estermann Yvette,Eymann Christoph,F�ssler Daniel,Fehlmann Rielle Laurence,Feller Olivier,Feri Yvonne,Fiala Doris,Flach Beat,Fl�ckiger-B�ni Sylvia,Fluri Kurt,Frehner Sebastian,Fricker Jonas,Fridez Pierre-Alain,Friedl Claudia,Gallad� Chantal,Gasche Urs,Geissb�hler Andrea Martina,Genecand Beno�t,Giezendanner Ulrich,Girod Bastien,Glanzmann-Hunkeler Ida,Glarner Andreas,Gl�ttli Balthasar,Glauser-Zufferey Alice,Gm�r Alois,Gm�r-Sch�nenberger Andrea,Golay Roger,G�ssi Petra,Graf Maya,Graf-Litscher Edith,Grin Jean-Pierre,Grossen J�rg,Grunder Hans,Gr�ter Franz,Gschwind Jean-Paul,Guhl Bernhard,Guldimann Tim,Gysi Barbara,Hadorn Philipp,Hardegger Thomas,H�sler Christine,Hausammann Markus,Heer Alfred,Heim Bea,Herzog Verena,Hess Erich,Hess Hermann,Hess Lorenz,Hiltpold Hugues,Humbel Ruth,Hurter Thomas,Imark Christian,Ingold Ma1,1ns Beat,1uslin Matthias Samuel,Keller Peter,Keller-Inhelder Barbara,Kiener Nellen Margret,Knecht Hansj�rg,K�ppel Roger,Landolt Martin,Leutenegger Oberholzer Susanne,Lohr Christian,L�scher Christian,Maire 1cques-Andr�,Marchand-Balet G�raldine,Markwalder Christa,Marra Ada,Marti Min Li,Martullo-Blocher Magdalena,Masshardt Nadine,Matter Thomas,Mazzone Lisa,Merlini Giovanni,Meyer Mattea,Moret Isabelle,Moser Tiana Angelina,M�ller Leo,M�ller Thomas,M�ller Walter,M�ller-Altermatt Stefan,Munz Martina,M�ri Felix,Naef Martin,Nantermod Philippe,Nicolet 1cques,Nidegger Yves,Nordmann Roger,Nussbaumer Eric,Page Pierre-Andr�,Pantani Roberta,Pardini Corrado,Pezzatti Bruno,Pfister Gerhard,Pieren Nad1,Piller Carrard Val�rie,Portmann Hans-Peter,Quadranti Rosmarie,Quadri Lorenzo,Regazzi Fabio,Reimann Lukas,Reimann Maximilian,Reynard Mathias,Rickli Natalie,Riklin Kathy,Rime Jean-Fran�ois,Ritter Markus,Romano Marco,R�sti Albert,Ruiz Rebecca Ana,Ruppen Franz,Rutz Gregor,Rytz Regula,Salzmann Werner,Sauter Regine,Schelbert Louis,Schenker Silvia,Schilliger Peter,Schmid-Federer Barbara,Schmidt Roberto,Schneeberger Daniela,Schneider-Schneiter Elisabeth,Schwaab Jean Christophe,Schwander Pirmin,Seiler Graf Priska,Semadeni Silva,Sollberger Sandra,Sommaruga Carlo,Stamm Luzi,Steiert Jean-Fran�ois,Steinemann Barbara,Streiff-Feller Marianne,Thorens Goumaz Ad�le,Tornare Manuel,Tsch�pp�t Alexander,Tuena Mauro,Vitali Albert,Vogler Karl,Vogt Hans-Ueli,von Siebenthal Erich,Walliser Bruno,Walter Hansj�rg,Walti Beat,Wasserfallen Christian,Wehrli Laurent,Weibel Thomas,Wermuth C�dric,Wobmann Walter,Zanetti Claudio,Zuberb�hler David
1,1,1,-1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,-1,0,0,-1,0,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,0,-1,-1,1,-1,0,-1,1,0,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,0,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,0,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,0,1,1,-1,-1,1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1
1,1,0,1,1,0,0,1,0,1,1,1,-1,1,-1,-1,-1,1,-1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,0,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,0,-1,1,1,-1,1,1,-1,1,1,1,0,1,1,-1,1,0,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,0,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,-1,0,-1,1,1,-1,1,0,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1
1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,0,1,1,-1,1,1,1,1,-1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,-1,1,-1,1,1,0,1,1,-1,-1,1,1,1,1,-1,0,1,1,-1,1,1,1,-1,1,-1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,1,0,1,0,1,-1,1,-1,1,1,1,1,1,0,1,-1,1,1,-1,1,0,1,1,1,0,1,1,0,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,0,-1,1,1,1,1,0,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,0,1,1,-1,1,1,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,0,-1,0,1,1,1,-1,-1,-1
1,1,-1,1,-1,-1,0,1,1,1,1,-1,-1,1,-1,1,0,1,-1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,1,-1,1,-1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,0,-1,0,-1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,0,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,1,1
-1,-1,1,-1,1,1,0,1,1,-1,-1,1,1,1,1,-1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,-1,1,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,0,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
0,-1,1,-1,1,1,0,1,1,-1,-1,1,1,1,1,-1,0,1,1,-1,1,1,1,0,1,-1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,1,1,1,0,1,-1,1,0,1,1,1,1,1,-1,1,-1,1,1,-1,1,0,1,1,0,-1,1,1,0,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,0,-1,1,1,1,1,0,-1,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,1,1,-1,1,1,0,0,1,1,-1,1,1,-1,1,0,1,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,-1
-1,-1,1,-1,1,0,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1
-1,1,1,-1,1,0,0,1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,0,-1,0,-1,-1,1,-1,-1,1,-1,0,1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,1,1,0,-1,-1,0,-1,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,0,0,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,1,-1,1,-1,0,0,-1,0,1,1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
1,1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,-1,0,-1,1,-1,-1,-1,1,-1,1,1,0,1,1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,0,1,0,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1
-1,-1,1,-1,1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
-1,-1,1,-1,1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
-1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,0,1,-1,1,1,1,1,1,0,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1,0,1,1,-1,1,0,-1,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,0,-1,1,0,-1,1,1,-1,1,1,-1,1,-1,-1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1
-1,-1,1,-1,1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,0,1,1,-1,1,0,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,0,-1,1,0,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
-1,-1,1,-1,1,1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
-1,-1,1,-1,1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
0,-1,1,-1,1,1,0,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,1,0,1,1,0,0,-1,0,-1,1,1,-1,1,-1,1,-1,0,1,1,1,1,0,1,-1,1,-1,1,1,1,1,0,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,1,1,-1,1,-1,-1,0,1,1,0,1,1,1,0,-1,1,-1,0,1,1,1,1,-1,-1,1,1,-1,0,-1,1,-1,-1,1,1,1,1,0,1,1,1,0,0,0,-1,1,1,1,0,1,0,0,1,0,1,0,1,1,-1,0,0,1,-1,-1,0,1,1,0,1,0,1,-1,1,-1,-1,0,-1,0,-1,1,1,0,1,0,0,0,-1,0,0,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,-1,1,0,1,1,-1,1,1,-1,0,-1,0,1,0,1,1,0,-1,-1,-1
0,-1,1,-1,1,1,0,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,1,1,1,1,0,0,-1,0,-1,1,1,-1,1,-1,1,-1,0,1,1,1,1,0,1,-1,1,-1,1,1,1,1,0,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,1,1,-1,1,-1,-1,1,1,1,0,1,1,1,0,-1,1,-1,0,1,1,1,1,-1,-1,1,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,-1,-1,1,1,-1,-1,1,1,1,-1,1,0,1,-1,1,-1,-1,0,-1,0,-1,1,1,-1,1,0,-1,0,-1,0,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,0,1,1,-1,1,1,-1,0,-1,-1,1,0,1,1,0,-1,-1,-1
0,-1,1,-1,1,1,0,0,1,-1,-1,1,1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,1,-1,0,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,1,0,-1,-1,-1,-1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1,1,-1,-1,-1,-1,1,-1,1,0,1,1,1,0,-1,1,-1,0,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,0,0,1,-1,1,-1,1,0,-1,1,-1,-1,0,1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,-1,0,-1,-1,0,-1,0,-1,1,1,-1,1,0,-1,0,-1,0,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,0,1,1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
1,1,-1,1,-1,-1,0,0,1,1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,0,1,0,1,-1,1,1,1,1,1,1,0,1,-1,1,-1,0,-1,1,0,1,-1,-1,-1,-1,0,1,1,1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,-1,-1,-1,0,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,1,-1,-1,0,-1,1,-1,1,-1,0,-1,1,1,1,0,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,-1,0,1,1,1,1,1,-1,1,0,1,1,1,1,-1,1,1,0,1,1,-1,-1,1,1,1,1,0,-1,1,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1
